,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"mu_subject[73, 2]",-0.033,1.007,-1.886,1.941,0.015,0.024,4294.0,1341.0,1.0
"mu_subject[74, 0]",1.176,0.097,0.996,1.361,0.013,0.009,54.0,260.0,1.04
"mu_subject[74, 1]",-1.885,0.849,-3.573,-0.418,0.013,0.012,4230.0,1209.0,1.0
"mu_subject[74, 2]",-0.613,0.993,-2.453,1.28,0.015,0.019,4456.0,1469.0,1.0
"mu_subject[75, 0]",-1.318,0.092,-1.487,-1.145,0.007,0.005,178.0,555.0,1.01
"mu_subject[75, 1]",-0.64,0.86,-2.368,0.851,0.012,0.017,5274.0,1300.0,1.0
"mu_subject[75, 2]",0.267,0.995,-1.642,2.074,0.014,0.023,4837.0,1539.0,1.0
"mu_subject[76, 0]",-0.619,0.095,-0.792,-0.439,0.011,0.007,75.0,477.0,1.03
"mu_subject[76, 1]",-0.125,0.894,-1.812,1.482,0.012,0.026,6018.0,1227.0,1.0
"mu_subject[76, 2]",0.225,1.0,-1.642,2.095,0.016,0.022,4025.0,1609.0,1.0
"mu_subject[77, 0]",-2.009,0.092,-2.188,-1.842,0.008,0.006,127.0,390.0,1.01
"mu_subject[77, 1]",0.501,0.895,-1.2,2.146,0.013,0.019,4812.0,1314.0,1.0
"mu_subject[77, 2]",0.266,0.937,-1.38,2.065,0.015,0.023,4140.0,1394.0,1.01
"mu_subject[78, 0]",0.203,0.094,0.026,0.375,0.01,0.007,92.0,413.0,1.03
"mu_subject[78, 1]",1.216,0.885,-0.335,2.923,0.013,0.014,4596.0,1186.0,1.0
"mu_subject[78, 2]",0.328,1.017,-1.451,2.404,0.016,0.024,3823.0,1241.0,1.0
"mu_subject[79, 0]",0.856,0.094,0.679,1.028,0.008,0.006,133.0,421.0,1.01
"mu_subject[79, 1]",-0.721,0.904,-2.498,0.901,0.011,0.02,6528.0,1261.0,1.01
"mu_subject[79, 2]",-0.529,1.009,-2.398,1.379,0.015,0.023,4476.0,1333.0,1.0
"mu_subject[80, 0]",-0.835,0.098,-1.004,-0.643,0.012,0.009,62.0,323.0,1.01
"mu_subject[80, 1]",0.965,0.871,-0.706,2.489,0.012,0.015,5488.0,1315.0,1.0
"mu_subject[80, 2]",0.39,0.967,-1.582,2.04,0.015,0.024,4048.0,1423.0,1.0
"mu_subject[81, 0]",3.891,0.098,3.711,4.079,0.012,0.008,69.0,349.0,1.01
"mu_subject[81, 1]",-0.62,0.855,-2.268,0.934,0.013,0.019,4530.0,1238.0,1.0
"mu_subject[81, 2]",-0.687,0.977,-2.534,1.095,0.014,0.024,5056.0,1356.0,1.0
"mu_subject[82, 0]",0.976,0.094,0.795,1.148,0.009,0.006,117.0,661.0,1.02
"mu_subject[82, 1]",-1.09,0.863,-2.697,0.463,0.013,0.013,4730.0,1552.0,1.0
"mu_subject[82, 2]",-0.329,0.969,-2.028,1.681,0.016,0.024,3775.0,1359.0,1.0
"mu_subject[83, 0]",-1.599,0.09,-1.784,-1.446,0.012,0.009,52.0,340.0,1.04
"mu_subject[83, 1]",-0.508,0.891,-2.191,1.092,0.012,0.019,5343.0,1481.0,1.0
"mu_subject[83, 2]",0.223,0.969,-1.572,2.072,0.014,0.023,4906.0,1559.0,1.0
"mu_subject[84, 0]",-0.747,0.093,-0.914,-0.574,0.011,0.008,76.0,365.0,1.03
"mu_subject[84, 1]",-0.267,0.904,-1.911,1.521,0.012,0.023,5687.0,1094.0,1.0
"mu_subject[84, 2]",0.116,1.044,-1.74,2.147,0.015,0.026,5011.0,1292.0,1.0
"mu_subject[85, 0]",-0.468,0.095,-0.642,-0.287,0.01,0.007,88.0,393.0,1.03
"mu_subject[85, 1]",0.398,0.888,-1.284,1.989,0.012,0.021,5565.0,1331.0,1.0
"mu_subject[85, 2]",0.237,1.06,-1.723,2.285,0.017,0.029,4003.0,998.0,1.0
"mu_subject[86, 0]",-0.29,0.098,-0.481,-0.118,0.024,0.017,17.0,152.0,1.08
"mu_subject[86, 1]",0.329,0.831,-1.204,1.871,0.012,0.02,4970.0,1394.0,1.0
"mu_subject[86, 2]",-0.044,1.002,-1.811,1.93,0.017,0.025,3642.0,1518.0,1.0
"mu_subject[87, 0]",0.357,0.095,0.195,0.551,0.012,0.009,60.0,335.0,1.04
"mu_subject[87, 1]",0.342,0.869,-1.294,2.019,0.013,0.02,4661.0,1382.0,1.0
"mu_subject[87, 2]",-0.426,0.983,-2.262,1.437,0.014,0.023,5263.0,1291.0,1.0
"mu_subject[88, 0]",-0.933,0.097,-1.108,-0.749,0.008,0.006,134.0,442.0,1.01
"mu_subject[88, 1]",0.173,0.875,-1.351,1.889,0.013,0.024,4764.0,1253.0,1.0
"mu_subject[88, 2]",0.458,1.002,-1.464,2.237,0.012,0.023,5913.0,1521.0,1.0
"mu_subject[89, 0]",-1.229,0.091,-1.405,-1.07,0.01,0.007,88.0,267.0,1.02
"mu_subject[89, 1]",0.28,0.862,-1.314,1.919,0.012,0.021,4823.0,1437.0,1.0
"mu_subject[89, 2]",0.195,1.023,-1.75,1.985,0.015,0.023,4608.0,1721.0,1.0
"mu_subject[90, 0]",1.445,0.098,1.277,1.645,0.023,0.017,18.0,184.0,1.07
"mu_subject[90, 1]",0.241,0.882,-1.507,1.821,0.013,0.021,4866.0,1358.0,1.0
"mu_subject[90, 2]",-0.432,0.969,-2.178,1.399,0.014,0.023,4473.0,1339.0,1.0
"mu_subject[91, 0]",0.699,0.09,0.533,0.863,0.008,0.006,120.0,357.0,1.02
"mu_subject[91, 1]",0.941,0.871,-0.723,2.513,0.011,0.013,6043.0,1468.0,1.0
"mu_subject[91, 2]",-0.27,0.982,-2.233,1.492,0.016,0.024,3973.0,1396.0,1.0
"mu_subject[92, 0]",-1.086,0.099,-1.268,-0.902,0.023,0.017,18.0,170.0,1.07
"mu_subject[92, 1]",0.256,0.893,-1.338,1.974,0.013,0.026,4548.0,1163.0,1.0
"mu_subject[92, 2]",0.095,0.973,-1.667,1.954,0.014,0.023,4908.0,1635.0,1.0
"mu_subject[93, 0]",1.646,0.097,1.474,1.833,0.01,0.007,87.0,320.0,1.03
"mu_subject[93, 1]",-0.133,0.916,-1.798,1.573,0.014,0.024,4141.0,1199.0,1.0
"mu_subject[93, 2]",-0.106,1.003,-1.886,1.905,0.017,0.025,3678.0,1318.0,1.0
"mu_subject[94, 0]",-0.852,0.094,-1.035,-0.688,0.012,0.009,59.0,459.0,1.04
"mu_subject[94, 1]",0.807,0.886,-0.869,2.381,0.012,0.015,5058.0,1488.0,1.0
"mu_subject[94, 2]",0.19,1.014,-1.615,2.209,0.012,0.026,6602.0,1418.0,1.0
"mu_subject[95, 0]",-0.673,0.092,-0.833,-0.487,0.01,0.007,90.0,305.0,1.03
"mu_subject[95, 1]",0.919,0.854,-0.662,2.439,0.013,0.013,4614.0,1462.0,1.0
"mu_subject[95, 2]",0.231,0.982,-1.54,2.082,0.016,0.024,3997.0,1378.0,1.0
"mu_subject[96, 0]",-0.079,0.095,-0.251,0.099,0.012,0.008,64.0,361.0,1.01
"mu_subject[96, 1]",0.204,0.855,-1.337,1.848,0.011,0.02,6057.0,1693.0,1.0
"mu_subject[96, 2]",-0.315,0.958,-2.153,1.461,0.015,0.022,3873.0,1415.0,1.0
"mu_subject[97, 0]",2.005,0.094,1.826,2.172,0.008,0.006,144.0,502.0,1.01
"mu_subject[97, 1]",-1.634,0.891,-3.22,0.141,0.013,0.011,4954.0,1565.0,1.0
"mu_subject[97, 2]",-0.306,1.039,-2.275,1.615,0.016,0.025,4081.0,1502.0,1.0
"mu_subject[98, 0]",-0.442,0.093,-0.619,-0.269,0.012,0.009,62.0,628.0,1.04
"mu_subject[98, 1]",-0.216,0.845,-1.791,1.418,0.012,0.022,5065.0,1330.0,1.01
"mu_subject[98, 2]",0.326,0.975,-1.534,2.187,0.015,0.024,4497.0,1193.0,1.0
"mu_subject[99, 0]",-2.509,0.096,-2.69,-2.332,0.012,0.009,62.0,348.0,1.02
"mu_subject[99, 1]",0.79,0.868,-0.842,2.389,0.012,0.014,5378.0,1438.0,1.0
"mu_subject[99, 2]",0.432,0.976,-1.455,2.221,0.016,0.019,3788.0,1551.0,1.0
"mu_subject[100, 0]",0.93,0.098,0.746,1.113,0.024,0.018,16.0,150.0,1.08
"mu_subject[100, 1]",-1.479,0.885,-3.186,0.115,0.014,0.014,3902.0,1068.0,1.0
"mu_subject[100, 2]",0.521,1.02,-1.202,2.536,0.015,0.021,4731.0,1610.0,1.0
"mu_subject[101, 0]",-0.217,0.093,-0.389,-0.042,0.009,0.007,103.0,292.0,1.03
"mu_subject[101, 1]",-0.04,0.853,-1.567,1.57,0.012,0.023,5009.0,1323.0,1.0
"mu_subject[101, 2]",0.451,0.995,-1.521,2.164,0.013,0.021,5882.0,1552.0,1.0
"mu_subject[102, 0]",-0.726,0.095,-0.901,-0.551,0.008,0.006,135.0,336.0,1.01
"mu_subject[102, 1]",0.351,0.872,-1.234,1.948,0.013,0.02,4739.0,1214.0,1.0
"mu_subject[102, 2]",-0.388,0.988,-2.305,1.423,0.014,0.024,4815.0,1301.0,1.0
"mu_subject[103, 0]",3.384,0.096,3.201,3.556,0.011,0.008,75.0,422.0,1.01
"mu_subject[103, 1]",0.51,0.88,-1.015,2.173,0.012,0.018,5494.0,1447.0,1.0
"mu_subject[103, 2]",-0.545,1.021,-2.539,1.27,0.014,0.023,5645.0,1340.0,1.0
"mu_subject[104, 0]",0.275,0.097,0.098,0.456,0.011,0.008,75.0,389.0,1.03
"mu_subject[104, 1]",0.821,0.873,-0.828,2.378,0.011,0.015,6594.0,1458.0,1.0
"mu_subject[104, 2]",0.056,1.003,-1.739,1.918,0.014,0.025,5199.0,1317.0,1.0
"mu_subject[105, 0]",-0.537,0.098,-0.722,-0.364,0.009,0.006,114.0,461.0,1.02
"mu_subject[105, 1]",-1.42,0.882,-3.138,0.133,0.012,0.015,5793.0,1136.0,1.0
"mu_subject[105, 2]",0.354,1.002,-1.381,2.264,0.014,0.022,4987.0,1509.0,1.0
"mu_subject[106, 0]",-1.451,0.097,-1.625,-1.265,0.011,0.008,72.0,407.0,1.01
"mu_subject[106, 1]",-0.269,0.892,-1.933,1.305,0.011,0.02,6495.0,1530.0,1.0
"mu_subject[106, 2]",-0.083,0.981,-1.913,1.835,0.015,0.026,4173.0,1445.0,1.0
"mu_subject[107, 0]",0.856,0.096,0.671,1.029,0.008,0.006,140.0,497.0,1.01
"mu_subject[107, 1]",-1.277,0.883,-2.878,0.44,0.012,0.016,5355.0,1091.0,1.01
"mu_subject[107, 2]",-0.198,0.952,-1.966,1.554,0.015,0.023,4199.0,1644.0,1.0
"mu_subject[108, 0]",-1.653,0.095,-1.82,-1.465,0.009,0.007,109.0,701.0,1.02
"mu_subject[108, 1]",-0.168,0.887,-1.922,1.435,0.012,0.026,5704.0,1358.0,1.01
"mu_subject[108, 2]",0.426,1.006,-1.529,2.308,0.014,0.024,5193.0,1366.0,1.0
"mu_subject[109, 0]",1.644,0.102,1.46,1.838,0.025,0.018,16.0,181.0,1.08
"mu_subject[109, 1]",0.459,0.848,-1.169,1.95,0.013,0.017,4391.0,1448.0,1.0
"mu_subject[109, 2]",-0.133,0.99,-1.936,1.738,0.013,0.026,5680.0,1274.0,1.0
"mu_subject[110, 0]",1.163,0.095,0.992,1.347,0.012,0.009,60.0,349.0,1.03
"mu_subject[110, 1]",0.771,0.852,-0.909,2.226,0.011,0.016,5545.0,1263.0,1.0
"mu_subject[110, 2]",0.284,0.964,-1.411,2.196,0.014,0.024,4904.0,1121.0,1.0
"mu_subject[111, 0]",-0.765,0.094,-0.938,-0.597,0.008,0.006,132.0,486.0,1.01
"mu_subject[111, 1]",1.196,0.833,-0.434,2.674,0.011,0.013,5991.0,1381.0,1.0
"mu_subject[111, 2]",-0.369,0.986,-2.087,1.661,0.015,0.026,4638.0,1149.0,1.0
"mu_subject[112, 0]",0.98,0.096,0.805,1.16,0.01,0.007,92.0,385.0,1.03
"mu_subject[112, 1]",-0.114,0.869,-1.779,1.43,0.013,0.021,4494.0,1382.0,1.0
"mu_subject[112, 2]",-0.13,1.021,-1.896,1.862,0.013,0.027,5699.0,1456.0,1.01
"mu_subject[113, 0]",0.272,0.098,0.09,0.457,0.012,0.008,67.0,412.0,1.01
"mu_subject[113, 1]",0.542,0.843,-1.062,2.014,0.01,0.016,6602.0,1513.0,1.0
"mu_subject[113, 2]",-0.102,0.971,-1.888,1.762,0.014,0.026,4854.0,1295.0,1.01
"mu_subject[114, 0]",-0.836,0.098,-1.016,-0.654,0.025,0.018,15.0,225.0,1.08
"mu_subject[114, 1]",-0.089,0.868,-1.642,1.565,0.011,0.024,6012.0,1225.0,1.0
"mu_subject[114, 2]",-0.654,0.962,-2.42,1.252,0.016,0.02,3521.0,1246.0,1.0
"mu_subject[115, 0]",-0.32,0.089,-0.493,-0.159,0.008,0.005,140.0,542.0,1.01
"mu_subject[115, 1]",0.281,0.861,-1.347,1.773,0.012,0.022,5426.0,1359.0,1.0
"mu_subject[115, 2]",0.014,0.941,-1.764,1.73,0.014,0.023,4267.0,1656.0,1.0
"mu_subject[116, 0]",3.031,0.092,2.844,3.199,0.008,0.006,121.0,660.0,1.02
"mu_subject[116, 1]",0.266,0.855,-1.368,1.843,0.012,0.02,5340.0,1480.0,1.0
"mu_subject[116, 2]",-0.417,0.965,-2.227,1.382,0.013,0.025,5258.0,1212.0,1.0
"mu_subject[117, 0]",2.318,0.091,2.148,2.481,0.008,0.006,131.0,472.0,1.01
"mu_subject[117, 1]",-0.96,0.92,-2.58,0.83,0.013,0.016,5110.0,1506.0,1.0
"mu_subject[117, 2]",-0.623,0.977,-2.391,1.19,0.015,0.02,4518.0,1413.0,1.0
"mu_subject[118, 0]",0.078,0.096,-0.09,0.273,0.008,0.005,164.0,615.0,1.01
"mu_subject[118, 1]",-0.859,0.834,-2.374,0.702,0.012,0.013,4672.0,1421.0,1.0
"mu_subject[118, 2]",-0.034,0.99,-1.972,1.723,0.013,0.025,5523.0,1522.0,1.0
"mu_subject[119, 0]",0.378,0.093,0.208,0.555,0.01,0.007,93.0,282.0,1.03
"mu_subject[119, 1]",0.803,0.903,-0.875,2.492,0.013,0.017,4906.0,1379.0,1.0
"mu_subject[119, 2]",0.185,1.031,-1.654,2.19,0.016,0.029,4333.0,1290.0,1.0
"mu_subject[120, 0]",-0.324,0.095,-0.491,-0.145,0.012,0.008,64.0,401.0,1.01
"mu_subject[120, 1]",0.602,0.883,-1.012,2.377,0.015,0.02,3596.0,1049.0,1.0
"mu_subject[120, 2]",0.381,0.986,-1.501,2.149,0.014,0.022,5015.0,1284.0,1.0
"mu_subject[121, 0]",0.455,0.096,0.276,0.639,0.008,0.006,141.0,416.0,1.01
"mu_subject[121, 1]",-0.417,0.875,-2.125,1.248,0.012,0.021,5638.0,1346.0,1.0
"mu_subject[121, 2]",-0.633,1.011,-2.435,1.35,0.015,0.021,4659.0,1165.0,1.0
"mu_subject[122, 0]",-0.967,0.094,-1.159,-0.803,0.011,0.008,69.0,550.0,1.03
"mu_subject[122, 1]",0.197,0.875,-1.323,1.963,0.014,0.021,3946.0,1529.0,1.0
"mu_subject[122, 2]",0.165,0.949,-1.541,1.989,0.015,0.023,4189.0,1492.0,1.0
"mu_subject[123, 0]",0.454,0.09,0.293,0.636,0.008,0.006,121.0,307.0,1.02
"mu_subject[123, 1]",0.766,0.866,-0.81,2.459,0.012,0.016,4869.0,1427.0,1.0
"mu_subject[123, 2]",-0.183,0.974,-1.941,1.724,0.016,0.024,3800.0,1420.0,1.0
"mu_subject[124, 0]",1.853,0.098,1.685,2.055,0.009,0.007,108.0,595.0,1.02
"mu_subject[124, 1]",0.731,0.895,-0.89,2.36,0.012,0.017,5507.0,1226.0,1.0
"mu_subject[124, 2]",-0.435,0.975,-2.29,1.347,0.015,0.022,4347.0,1427.0,1.01
"mu_subject[125, 0]",0.703,0.096,0.515,0.864,0.022,0.015,20.0,139.0,1.07
"mu_subject[125, 1]",-0.722,0.903,-2.523,0.85,0.012,0.018,5405.0,1195.0,1.0
"mu_subject[125, 2]",-0.244,1.012,-2.148,1.572,0.017,0.023,3621.0,1479.0,1.0
"mu_subject[126, 0]",0.889,0.096,0.718,1.084,0.01,0.007,86.0,467.0,1.03
"mu_subject[126, 1]",-1.494,0.931,-3.205,0.273,0.013,0.014,5013.0,1124.0,1.0
"mu_subject[126, 2]",0.038,0.971,-1.836,1.873,0.012,0.026,6431.0,1380.0,1.0
"mu_subject[127, 0]",2.875,0.094,2.692,3.043,0.008,0.006,131.0,640.0,1.01
"mu_subject[127, 1]",-0.362,0.883,-1.971,1.392,0.013,0.021,4297.0,1260.0,1.0
"mu_subject[127, 2]",-0.483,1.035,-2.428,1.419,0.015,0.024,4578.0,1416.0,1.0
"mu_subject[128, 0]",-1.444,0.095,-1.614,-1.266,0.012,0.009,60.0,471.0,1.04
"mu_subject[128, 1]",-0.887,0.892,-2.554,0.712,0.013,0.015,4525.0,1437.0,1.0
"mu_subject[128, 2]",0.327,0.988,-1.533,2.126,0.015,0.025,4253.0,1320.0,1.01
"mu_subject[129, 0]",2.01,0.098,1.827,2.193,0.023,0.017,18.0,77.0,1.08
"mu_subject[129, 1]",-0.801,0.849,-2.345,0.783,0.012,0.015,4744.0,1350.0,1.0
"mu_subject[129, 2]",-0.584,0.978,-2.516,1.138,0.014,0.021,4778.0,1479.0,1.0
"mu_subject[130, 0]",0.506,0.093,0.338,0.688,0.01,0.007,88.0,340.0,1.03
"mu_subject[130, 1]",0.086,0.858,-1.45,1.836,0.013,0.02,4401.0,1525.0,1.0
"mu_subject[130, 2]",0.077,0.967,-1.707,1.883,0.014,0.024,4839.0,1532.0,1.0
"mu_subject[131, 0]",-1.856,0.092,-2.019,-1.679,0.009,0.006,101.0,307.0,1.02
"mu_subject[131, 1]",-1.012,0.884,-2.575,0.696,0.012,0.015,5379.0,1373.0,1.0
"mu_subject[131, 2]",0.306,1.048,-1.595,2.273,0.015,0.028,4899.0,1204.0,1.0
"mu_subject[132, 0]",0.283,0.094,0.106,0.46,0.012,0.008,63.0,419.0,1.03
"mu_subject[132, 1]",-1.747,0.903,-3.396,-0.029,0.013,0.013,4756.0,1237.0,1.0
"mu_subject[132, 2]",-0.528,0.978,-2.4,1.256,0.015,0.022,4287.0,1285.0,1.0
"mu_subject[133, 0]",-0.81,0.093,-0.979,-0.648,0.009,0.006,108.0,682.0,1.02
"mu_subject[133, 1]",0.204,0.847,-1.354,1.849,0.012,0.022,5255.0,1278.0,1.0
"mu_subject[133, 2]",0.051,1.015,-1.717,2.108,0.015,0.025,4791.0,1483.0,1.0
"mu_subject[134, 0]",-1.994,0.097,-2.167,-1.801,0.026,0.019,14.0,146.0,1.09
"mu_subject[134, 1]",-0.151,0.913,-1.772,1.654,0.012,0.024,6106.0,1137.0,1.0
"mu_subject[134, 2]",0.428,0.955,-1.364,2.272,0.013,0.021,4983.0,1324.0,1.0
"mu_subject[135, 0]",1.127,0.093,0.951,1.296,0.008,0.006,135.0,387.0,1.01
"mu_subject[135, 1]",-1.475,0.857,-3.072,0.101,0.013,0.012,4051.0,1545.0,1.0
"mu_subject[135, 2]",-0.174,0.934,-1.858,1.62,0.014,0.023,4656.0,1336.0,1.0
"mu_subject[136, 0]",0.051,0.094,-0.119,0.232,0.012,0.009,56.0,422.0,1.04
"mu_subject[136, 1]",0.758,0.857,-0.764,2.525,0.012,0.016,5322.0,1467.0,1.0
"mu_subject[136, 2]",0.139,0.997,-1.598,2.086,0.014,0.025,4946.0,1521.0,1.0
"mu_subject[137, 0]",-0.3,0.098,-0.49,-0.124,0.024,0.017,17.0,87.0,1.08
"mu_subject[137, 1]",-0.819,0.818,-2.353,0.692,0.012,0.013,4908.0,1696.0,1.0
"mu_subject[137, 2]",0.244,1.012,-1.695,2.113,0.015,0.024,4547.0,1391.0,1.0
"mu_subject[138, 0]",-0.283,0.094,-0.461,-0.108,0.008,0.006,127.0,696.0,1.01
"mu_subject[138, 1]",-1.163,0.88,-2.82,0.448,0.013,0.014,4315.0,1160.0,1.0
"mu_subject[138, 2]",0.34,0.973,-1.45,2.226,0.014,0.023,5008.0,1298.0,1.0
"mu_subject[139, 0]",2.839,0.094,2.67,3.022,0.008,0.006,133.0,332.0,1.01
"mu_subject[139, 1]",1.121,0.913,-0.634,2.773,0.015,0.015,3888.0,1447.0,1.0
"mu_subject[139, 2]",-0.189,1.043,-2.13,1.743,0.014,0.028,5396.0,1569.0,1.0
"mu_subject[140, 0]",-0.606,0.092,-0.773,-0.429,0.009,0.006,104.0,518.0,1.02
"mu_subject[140, 1]",-0.574,0.905,-2.067,1.304,0.012,0.02,5514.0,1156.0,1.0
"mu_subject[140, 2]",0.055,0.97,-1.674,1.975,0.015,0.024,4366.0,1701.0,1.0
"mu_subject[141, 0]",-0.073,0.099,-0.271,0.093,0.009,0.007,113.0,372.0,1.02
"mu_subject[141, 1]",-0.467,0.885,-2.217,1.089,0.013,0.019,4613.0,1516.0,1.0
"mu_subject[141, 2]",-0.383,1.032,-2.253,1.426,0.015,0.024,4664.0,1613.0,1.0
"mu_subject[142, 0]",-0.129,0.09,-0.288,0.054,0.007,0.005,156.0,402.0,1.01
"mu_subject[142, 1]",0.24,0.852,-1.326,1.806,0.014,0.021,3945.0,1345.0,1.0
"mu_subject[142, 2]",0.221,0.964,-1.587,1.985,0.013,0.022,5303.0,1622.0,1.0
"mu_subject[143, 0]",1.857,0.092,1.683,2.024,0.008,0.006,123.0,686.0,1.01
"mu_subject[143, 1]",-1.118,0.865,-2.728,0.467,0.013,0.017,4545.0,1127.0,1.0
"mu_subject[143, 2]",-0.397,0.94,-2.1,1.399,0.013,0.02,5070.0,1596.0,1.0
"mu_subject[144, 0]",0.964,0.098,0.776,1.138,0.011,0.008,73.0,365.0,1.01
"mu_subject[144, 1]",-0.497,0.892,-2.168,1.183,0.011,0.022,6586.0,1109.0,1.0
"mu_subject[144, 2]",-0.08,0.992,-1.927,1.706,0.014,0.025,4959.0,1466.0,1.0
"mu_subject[145, 0]",0.921,0.096,0.741,1.105,0.025,0.018,15.0,143.0,1.09
"mu_subject[145, 1]",0.516,0.836,-1.079,2.051,0.013,0.016,4357.0,1374.0,1.0
"mu_subject[145, 2]",0.01,0.949,-1.633,1.894,0.016,0.023,3614.0,1343.0,1.0
"mu_subject[146, 0]",-2.131,0.094,-2.309,-1.965,0.012,0.008,65.0,274.0,1.03
"mu_subject[146, 1]",0.184,0.891,-1.419,1.86,0.013,0.022,4913.0,1575.0,1.01
"mu_subject[146, 2]",0.267,0.999,-1.637,2.025,0.015,0.027,4661.0,1449.0,1.0
"mu_subject[147, 0]",-0.932,0.094,-1.111,-0.759,0.009,0.006,110.0,558.0,1.02
"mu_subject[147, 1]",0.811,0.854,-0.698,2.558,0.012,0.016,5049.0,1156.0,1.0
"mu_subject[147, 2]",0.269,0.962,-1.707,1.907,0.014,0.022,4915.0,1375.0,1.0
"mu_subject[148, 0]",1.157,0.095,0.972,1.327,0.009,0.006,114.0,349.0,1.02
"mu_subject[148, 1]",0.496,0.863,-1.156,2.085,0.011,0.017,6506.0,1434.0,1.0
"mu_subject[148, 2]",0.417,0.98,-1.376,2.179,0.014,0.021,5135.0,1532.0,1.0
"mu_subject[149, 0]",-0.08,0.094,-0.252,0.098,0.008,0.006,123.0,328.0,1.01
"mu_subject[149, 1]",1.633,0.896,0.036,3.38,0.014,0.012,4204.0,1378.0,1.0
"mu_subject[149, 2]",0.001,1.001,-1.841,1.816,0.016,0.025,3709.0,1524.0,1.0
"mu_subject[150, 0]",2.838,0.096,2.671,3.037,0.011,0.007,83.0,343.0,1.03
"mu_subject[150, 1]",-0.646,0.876,-2.293,0.955,0.011,0.018,6208.0,1428.0,1.0
"mu_subject[150, 2]",-0.363,0.973,-2.351,1.337,0.015,0.022,4269.0,1514.0,1.0
"mu_subject[151, 0]",-0.771,0.093,-0.959,-0.602,0.009,0.006,104.0,402.0,1.02
"mu_subject[151, 1]",1.002,0.87,-0.561,2.676,0.013,0.015,4197.0,1237.0,1.0
"mu_subject[151, 2]",-0.233,0.966,-1.995,1.495,0.015,0.023,3902.0,1457.0,1.0
"mu_subject[152, 0]",-1.809,0.095,-1.984,-1.633,0.012,0.008,65.0,565.0,1.03
"mu_subject[152, 1]",-0.926,0.924,-2.778,0.725,0.013,0.015,5194.0,1116.0,1.0
"mu_subject[152, 2]",0.37,1.034,-1.652,2.265,0.016,0.025,4210.0,1167.0,1.0
"mu_subject[153, 0]",-1.126,0.098,-1.316,-0.953,0.023,0.017,17.0,139.0,1.07
"mu_subject[153, 1]",-0.637,0.855,-2.174,0.924,0.013,0.019,4766.0,1084.0,1.0
"mu_subject[153, 2]",0.155,0.967,-1.712,1.924,0.015,0.027,3906.0,1149.0,1.01
"mu_subject[154, 0]",0.901,0.093,0.72,1.076,0.009,0.007,97.0,492.0,1.03
"mu_subject[154, 1]",-2.626,0.831,-4.106,-1.069,0.013,0.01,4327.0,1341.0,1.0
"mu_subject[154, 2]",0.081,0.97,-1.669,1.953,0.015,0.024,4480.0,1509.0,1.0
"mu_subject[155, 0]",0.311,0.089,0.143,0.483,0.008,0.006,123.0,393.0,1.01
"mu_subject[155, 1]",0.794,0.865,-0.83,2.417,0.012,0.015,5652.0,1419.0,1.0
"mu_subject[155, 2]",-0.359,0.969,-2.241,1.445,0.014,0.023,4663.0,1179.0,1.0
"mu_subject[156, 0]",-0.688,0.093,-0.873,-0.525,0.009,0.007,98.0,604.0,1.02
"mu_subject[156, 1]",0.801,0.908,-0.94,2.471,0.012,0.019,5258.0,1100.0,1.0
"mu_subject[156, 2]",0.307,1.0,-1.404,2.331,0.014,0.024,4892.0,1277.0,1.0
"mu_subject[157, 0]",1.212,0.087,1.043,1.367,0.008,0.005,130.0,337.0,1.01
"mu_subject[157, 1]",-0.245,0.839,-1.906,1.26,0.014,0.022,3876.0,1106.0,1.0
"mu_subject[157, 2]",0.021,0.983,-1.827,1.79,0.012,0.031,6602.0,1351.0,1.0
"mu_subject[158, 0]",-0.969,0.097,-1.147,-0.784,0.009,0.007,105.0,413.0,1.02
"mu_subject[158, 1]",-1.042,0.875,-2.772,0.644,0.012,0.015,5134.0,1020.0,1.0
"mu_subject[158, 2]",0.127,0.961,-1.629,1.913,0.014,0.022,4342.0,1667.0,1.0
"mu_subject[159, 0]",-1.452,0.09,-1.611,-1.268,0.009,0.006,110.0,430.0,1.02
"mu_subject[159, 1]",-0.491,0.895,-2.191,1.178,0.011,0.021,6189.0,1120.0,1.0
"mu_subject[159, 2]",0.161,0.992,-1.629,2.029,0.014,0.025,4888.0,1422.0,1.0
"mu_subject[160, 0]",0.759,0.098,0.571,0.936,0.012,0.008,73.0,277.0,1.01
"mu_subject[160, 1]",0.716,0.835,-0.865,2.31,0.01,0.015,6518.0,1336.0,1.0
"mu_subject[160, 2]",-0.208,1.014,-2.192,1.471,0.015,0.025,4261.0,1398.0,1.0
"mu_subject[161, 0]",-0.115,0.094,-0.288,0.058,0.009,0.007,103.0,375.0,1.03
"mu_subject[161, 1]",0.044,0.854,-1.495,1.688,0.012,0.022,4761.0,1436.0,1.0
"mu_subject[161, 2]",0.185,0.974,-1.542,2.087,0.013,0.024,5458.0,1513.0,1.0
"mu_subject[162, 0]",1.831,0.092,1.657,1.996,0.009,0.006,114.0,422.0,1.02
"mu_subject[162, 1]",0.389,0.859,-1.18,1.929,0.013,0.021,4393.0,1355.0,1.0
"mu_subject[162, 2]",-0.55,0.977,-2.319,1.331,0.014,0.022,4606.0,1314.0,1.01
"mu_subject[163, 0]",-0.877,0.097,-1.073,-0.706,0.009,0.006,129.0,431.0,1.01
